"District","State","YearCode","District.Code","State.Code","Amount.of.Arsenic","Amount.of.carbonate","Amount.of.Calcium","Amount.of.Chloride","Amount.of.Electrical.Conductivity","Amount.of.Fluorine","Amount.of.Iron","Amount.of.Hydrogencarbonate","Amount.of.Potassium","Amount.of.Magnesium","Amount.of.Nitrate","Amount.of.Sodium","Percentage.of.Sodium","Amount.of.Phosphate.Ion","Amount.of.Residual.Sodium.Carbonate","Amount.of.Sodium.absorption.ratio","Amount.of.Sulfate","Amount.of.Silicon.dioxide","Amount.of.Hardness.Total","Amount.of.Alkalinity.Total","Amount.of.Total.Dissolved.Solids","Amount.of.Potential.of.Hydrogen","district_year_id","SDP","Ginni.Index"
"Kanniyakumari","Tamil Nadu",2009,575,33,"","0","92.25","263.625","1331.625","0.861666666666667","","202.875","7.25","31.41625","18.625","148.875","","","0.58","2.97625","127.75","","359.375","166.2875","","7.62375","575_2009",316760,""
"Kanniyakumari","Tamil Nadu",2005,575,33,"","0","50.25","217.75","876.625","0.355","","129.375","19.375","31.3625","104.0625","112.25","","","","3.2075","43.2857142857143","","254.375","106.0625","","7.01375","575_2005",221588,""
"Kanniyakumari","Tamil Nadu",2003,575,33,"","0","","","776.25","0.515833333333333","","","","","","","","","","","","","","","","6.65583333333333","575_2003",132281,""
"Kanniyakumari","Tamil Nadu",2011,575,33,"","0","63.2857142857143","220.142857142857","1143.57142857143","0.9","","213.142857142857","19.7142857142857","36.2842857142857","97","118.571428571429","","","5.4","2.80142857142857","102.142857142857","","343","174.7","","7.96428571428571","575_2011",674478,""
"Kanniyakumari","Tamil Nadu",2015,575,33,"","0","34","182","666.666666666667","1.4","","89.6666666666667","10","23.14","10.3333333333333","68.3333333333333","","","-4.26","1.84666666666667","39","","180","73.4966666666667","","7.9","575_2015",862437,""
"Kanniyakumari","Tamil Nadu",2006,575,33,"","0","47.6363636363636","177.090909090909","968.181818181818","0.417272727272727","","134.727272727273","10.9090909090909","21.0645454545455","72.2857142857143","98.0909090909091","","","0.38","2.78363636363636","36","","205.454545454545","110.427272727273","","7.29909090909091","575_2006",256286,""
"Kanniyakumari","Tamil Nadu",2008,575,33,"","","","","","","","","","","","","","","","","","","","","","","575_2008",286744,""
"Kannur","Kerala",2009,557,32,"","","8.13928571428571","16.7428571428571","118","0.179565217391304","","","","2.48375","8.41142857142857","","","","","","","","29.0714285714286","","","7.44","557_2009",157123,"0.31"
"Kannur","Kerala",2013,557,32,"","","10.3166666666667","18.65625","141.708333333333","0.185","","","","2.94130434782609","7.764375","","","","","","","","37.3333333333333","","","7.61651162790698","557_2013",364707,"0.31"
"Kannur","Kerala",2006,557,32,"","","8.5875","12.721875","111.09375","0.08","","","","2.68516129032258","","","","","","","","","32.1875","","","","557_2006",124625,"0.31"
"Kannur","Kerala",2008,557,32,"","","8.41875","16.703125","122.25","0.135833333333333","","","","2.5521875","9.9325","","","","","","","","31.5","","","7.50931034482759","557_2008",144094,"0.31"
"Kannur","Kerala",2011,557,32,"","","9.37777777777778","21.8259259259259","144.185185185185","","","","","2.72230769230769","8.75592592592593","","","","-1.36740740740741","","","","34.1851851851852","","","7.7188","557_2011",328021,"0.31"
"Kannur","Kerala",2018,557,32,"0","0","16.92712","29.663","206.5","0.0295666666666667","0","53.948","4.614","4.19925333333333","13.449","16.103","","0","-0.611213114733333","1.01240419376667","5.84033333333333","0","58.0733333333333","44.219672131","0","6.70433333333333","557_2018",510787,"0.31"
"Kannur","Kerala",2001,557,32,"","1.2","13.8285714285714","20.3285714285714","168.571428571429","0.0477777777777778","","46.1571428571429","4.18571428571429","3.53571428571429","6.99285714285714","12.3928571428571","","","0.02","0.78","7.62857142857143","","48.4285714285714","","","7.87","557_2001",66052,"0.31"
"Kannur","Kerala",2010,557,32,"","1.36363636363636","8.05714285714286","15.4285714285714","128.309523809524","0.19","","29.3590909090909","2.31304347826087","3.049","10.0864285714286","7.95652173913043","","","-0.72952380952381","0.660869565217391","5.12727272727273","","32.0476190476191","26.3409090909091","","7.56609756097561","557_2010",167178,"0.31"
"Kannur","Kerala",2015,557,32,"","0","15.7913636363636","25.1636363636364","224.681818181818","0.0657142857142857","","45.2909090909091","3.7","5.92636363636364","18.8736363636364","14.0954545454545","","","-1.06636363636364","0.873181818181818","8.36619047619048","","63.7727272727273","42.9852631578947","","6.92","557_2015",411150,"0.31"
"Kannur","Kerala",2017,557,32,"","0","16.48","28.676","240.52","0.1544","","51.544","5.392","4.7204","13.4136","18.408","","","-0.7304","1.0058903436","9.484","","60.56","42.2","","7.2992","557_2017",473182,"0.31"
"Kannur","Kerala",2003,557,32,"","","","","123.78125","0.256551724137931","","","","","0.131","","","","","","","","","","","","557_2003",75479,"0.31"
"Kannur","Kerala",2004,557,32,"","0","12.3935483870968","15.0367741935484","137.677419354839","0.286842105263158","","44.2193548387097","1.75333333333333","2.70366666666667","3.75096774193548","7.32903225806452","","","0.14","0.494838709677419","3.75306451612903","","41.7741935483871","36.241935483871","","6.65548387096774","557_2004",104776,"0.31"
"Kannur","Kerala",2012,557,32,"","","7.51428571428571","16.2485714285714","115.4","0.0996551724137931","","","","2.50838709677419","8.55257142857143","","","","","","","","27.8857142857143","","","7.213125","557_2012",348616,"0.31"
"Kannur","Kerala",2014,557,32,"","0.457142857142857","17.0571428571429","35.3095238095238","252.095238095238","0.6395","","64.905","6.63809523809524","4.64619047619048","15.3104761904762","19.1","","","-0.41047619047619","1.07380952380952","8.60952380952381","","61.6666666666667","54.001","","7.43285714285714","557_2014",382134,"0.31"
"Kannur","Kerala",2005,557,32,"","","","12.8","127.71875","0.1425","","","","","","","","","","","","","","","","","557_2005",115500,"0.31"
"Kannur","Kerala",2016,557,32,"","0.342857142857143","15.6380952380952","24.4904761904762","182.857142857143","0.271428571428571","0.251","64.0190476190476","4.19047619047619","3.4945","9.83285714285714","15.1238095238095","","","-0.16","0.98","8.92857142857143","","52.8571428571429","40.16","","7.31571428571429","557_2016",443615,"0.31"
"Kannur","Kerala",2007,557,32,"","0.672","7.38620689655172","11.951724137931","104.724137931034","0.0833333333333333","","27.5444444444444","2.24827586206897","2.24571428571429","4.81931034482759","7.13793103448276","","","0.206","0.619310344827586","3.2648275862069","","26.7586206896552","23.6037037037037","","7.90444444444444","557_2007",135747,"0.31"
"Kannur","Kerala",2000,557,32,"","","10.3285714285714","20.7928571428571","139.928571428571","0.0488888888888889","","","","2.99285714285714","6.32928571428571","","","","","","","","38.1428571428571","","","","557_2000",62909,"0.31"
"Kannur","Kerala",2002,557,32,"","1.38571428571429","10.6714285714286","17.1857142857143","147.571428571429","0.0657142857142857","","38.8","4.05","3.4","7.67857142857143","10.0571428571429","","","0.47","0.725","7.45714285714286","","40.8571428571429","","","7.90928571428571","557_2002",70885,"0.31"
"Kanpur Dehat","Uttar Pradesh",2014,156,9,"","","","","","","","","","","","","","","","","","","","","","","156_2014",729686,"0.2"
"Kanpur Dehat","Uttar Pradesh",2004,156,9,"","0","13.3333333333333","25","795.333333333333","0.36","","392.333333333333","4.5","44.3333333333333","4.06666666666667","90.6666666666667","","","4.23333333333333","2.75","63.3333333333333","","215","321.6","","7.8","156_2004",231029,"0.2"
"Kanpur Dehat","Uttar Pradesh",2017,156,9,"","","","","","","","","","","","","","","","","","","","","","","156_2017",922458,"0.2"
"Kanpur Dehat","Uttar Pradesh",2008,156,9,"","","","","","","","","","","","","","","","","","","","","","","156_2008",302192,"0.2"
"Kanpur Dehat","Uttar Pradesh",2013,156,9,"","","","","","","","","","","","","","","","","","","","","","","156_2013",707469,"0.2"
"Kanpur Dehat","Uttar Pradesh",2016,156,9,"","","28","134.6","1381","0.464","","339.4","5.56","108.2","233.58","93.2","","","-9.4644072152","2.12","68.88","26.6","515.2","","898","7.994","156_2016",888453,"0.2"
"Kanpur Dehat","Uttar Pradesh",2003,156,9,"","","","","664.3125","0.841875","","","","","","","","","","","","","","","","","156_2003",177054,"0.2"
"Kanpur Dehat","Uttar Pradesh",2009,156,9,"","","","","","","","","","","","","","","","","","","","","","","156_2009",320989,"0.2"
"Kanpur Dehat","Uttar Pradesh",2001,156,9,"","","14","96","1142.5","0.755","","573.5","4.5","62.5","5.5","167.5","","","","4.295","28","","290","","","8.1","156_2001",162926,"0.2"
"Kanpur Dehat","Uttar Pradesh",2018,156,9,"0","26.4","34.9005714285714","44.1214285714286","886.285714285714","0.387142857142857","0","391.319571428571","39.3285714285714","42.0388571428571","25.2333333333333","71.5428571428571","","","0","0","40.3428571428571","29.8571428571429","260.155428571429","0","0","8.21142857142857","156_2018",949184,"0.2"
"Kanpur Dehat","Uttar Pradesh",2012,156,9,"","","","","","","","","","","","","","","","","","","","","","","156_2012",673552,"0.2"
"Kanpur Dehat","Uttar Pradesh",2010,156,9,"","","","","","","","","","","","","","","","","","","","","","","156_2010",346621,"0.2"
"Kanpur Dehat","Uttar Pradesh",2007,156,9,"","","","","","","","","","","","","","","","","","","","","","","156_2007",280851,"0.2"
"Kanpur Dehat","Uttar Pradesh",2015,156,9,"","","","","","","","","","","","","","","","","","","","","","","156_2015",792049,"0.2"
"Kanpur Dehat","Uttar Pradesh",2000,156,9,"","","31.4285714285714","208.714285714286","1594.14285714286","0.561428571428571","","524.714285714286","9.72857142857143","88.2857142857143","56.8714285714286","211.142857142857","","","","4.76857142857143","85.7142857142857","","441.571428571429","","","8.08571428571429","156_2000",160015,"0.2"
"Kanpur Dehat","Uttar Pradesh",2006,156,9,"","","","","","","","","","","","","","","","","","","","","","","156_2006",263935,"0.2"
"Kanpur Dehat","Uttar Pradesh",2005,156,9,"","","","21","555","0.325","","","","","5.2","","","","","","","","","","","8.3","156_2005",244514,"0.2"
"Kanpur Dehat","Uttar Pradesh",2011,156,9,"","","","","","","","","","","","","","","","","","","","","","","156_2011",645132,"0.2"
"Kanpur Dehat","Uttar Pradesh",2002,156,9,"","","","92.4444444444444","967.090909090909","0.852222222222222","","","","","36.4","","","","","","","","","","","8.16363636363636","156_2002",168198,"0.2"
"Kanpur Nagar","Uttar Pradesh",2008,157,9,"","","","","","","","","","","","","","","","","","","","","","","157_2008",302192,"0.33"
"Kanpur Nagar","Uttar Pradesh",2005,157,9,"","","","","","","","","","","","","","","","","","","","","","","157_2005",244514,"0.33"
"Kanpur Nagar","Uttar Pradesh",2011,157,9,"","","","","","","","","","","","","","","","","","","","","","","157_2011",645132,"0.33"
"Kanpur Nagar","Uttar Pradesh",2018,157,9,"0","0","24.8272","14.91","653","0.636","0","380.6896","4.52","47.1808","12.1666666666667","42","","","0","0","18.4","31","256.1584","0","0","8.172","157_2018",949184,"0.33"
"Kanpur Nagar","Uttar Pradesh",2003,157,9,"","","","","948","0.754","","","","","","","","","","","","","","","","","157_2003",177054,"0.33"
"Kanpur Nagar","Uttar Pradesh",2006,157,9,"","","","","","","","","","","","","","","","","","","","","","","157_2006",263935,"0.33"
"Kanpur Nagar","Uttar Pradesh",2007,157,9,"","","","","","","","","","","","","","","","","","","","","","","157_2007",280851,"0.33"
"Kanpur Nagar","Uttar Pradesh",2014,157,9,"","","","","","","","","","","","","","","","","","","","","","","157_2014",729686,"0.33"
"Kanpur Nagar","Uttar Pradesh",2016,157,9,"","24","28.5714285714286","53.4285714285714","794.571428571429","0.634285714285714","","355.285714285714","6.61428571428571","50.7142857142857","26.4428571428571","63.1428571428571","","","0.713868977142857","1.63142857142857","28.1285714285714","29.4285714285714","279.285714285714","","516.428571428571","8.09714285714286","157_2016",888453,"0.33"
"Kanpur Nagar","Uttar Pradesh",2012,157,9,"","","","","","","","","","","","","","","","","","","","","","","157_2012",673552,"0.33"
"Kanpur Nagar","Uttar Pradesh",2004,157,9,"","0","22.4","36.12","770.4","0.41","","343","4.32","45.4","5.85","66.8","","","1.535263158","1.835045066","49.8","","238","281.16","","7.9","157_2004",231029,"0.33"
"Kanpur Nagar","Uttar Pradesh",2010,157,9,"","","","","","","","","","","","","","","","","","","","","","","157_2010",346621,"0.33"
"Kanpur Nagar","Uttar Pradesh",2017,157,9,"","","","","","","","","","","","","","","","","","","","","","","157_2017",922458,"0.33"
"Kanpur Nagar","Uttar Pradesh",2000,157,9,"","","28","140.666666666667","1109.5","0.505","","445.5","5.46666666666667","96.5","54.06","83.6666666666667","","","","1.73","22.6666666666667","","466.666666666667","","","8.15","157_2000",160015,"0.33"
"Kanpur Nagar","Uttar Pradesh",2015,157,9,"","","","","","","","","","","","","","","","","","","","","","","157_2015",792049,"0.33"
"Kanpur Nagar","Uttar Pradesh",2013,157,9,"","","","","","","","","","","","","","","","","","","","","","","157_2013",707469,"0.33"
"Kanpur Nagar","Uttar Pradesh",2002,157,9,"","","","69.6666666666667","838.75","0.743333333333333","","","","","71.5083333333333","","","","","","","","","","","8.21666666666667","157_2002",168198,"0.33"
"Kanpur Nagar","Uttar Pradesh",2009,157,9,"","","","","","","","","","","","","","","","","","","","","","","157_2009",320989,"0.33"
"Kanpur Nagar","Uttar Pradesh",2001,157,9,"","","34","77","950","0.698333333333333","","433.166666666667","10.6666666666667","58.6666666666667","21.3333333333333","72.8333333333333","","","","1.79541136266667","86","","324.166666666667","","","8.1","157_2001",162926,"0.33"
"Kapurthala","Punjab",2009,35,3,"","0","81.6666666666667","37.8333333333333","784.166666666667","0.176","","365.5","6.91666666666667","30.2866666666667","31.8666666666667","41.8333333333333","","","0.86","1.01666666666667","41.8333333333333","","328.333333333333","299.633333333333","","7.48833333333333","35_2009",122097,"0.33"
"Kapurthala","Punjab",2004,35,3,"","0","33.6","22.8","501.2","0.556","","252.6","6.3","23.042","11.84","46.8","","","3","1.57","24.2","","178.6","207.04","","8.162","35_2004",86108,"0.33"
"Kapurthala","Punjab",2017,35,3,"","0.857142857142857","22.8571428571429","42.4285714285714","688.571428571429","0.1475","","305","6.5","32.5714285714286","29.3333333333333","77","","","","","32.1428571428571","20.2857142857143","","190","","8.13714285714286","35_2017",335057,"0.33"
"Kapurthala","Punjab",2013,35,3,"","14.25","29.5","35.3125","620.75","0.1825","","220.625","7.3","29.12","29.05","61.625","","","2.576","2.055","51.725","","193.375","204.6","","8.37875","35_2013",267515,"0.33"
"Kapurthala","Punjab",2015,35,3,"","","","","","","0.352666666666667","","","","","","","","","","","","","","","","35_2015",294895,"0.33"
"Kapurthala","Punjab",2018,35,3,"0","10.875","31","26.25","480.5","0.21875","0","259.25","4.9125","20.25","6.70833333333333","55.375","","","2.7978095475","2.198451433875","61.5","22.625","161.75","0","0","8.1975","35_2018",353942,"0.33"
"Kapurthala","Punjab",2010,35,3,"","0","28.5","52.8333333333333","705.833333333333","0.29","","200.333333333333","15.2","38.18","54.8666666666667","69.6666666666667","","","2.41","2.11666666666667","117.666666666667","","227.833333333333","164.216666666667","","7.77833333333333","35_2010",129983,"0.33"
"Kapurthala","Punjab",2005,35,3,"","15","22.5","24.5","606.5","0.655","","284","5.55","20.51","14.75","82","","","4.69","3.16","16","","140.5","257.8","","8.4","35_2005",90330,"0.33"
"Kapurthala","Punjab",2007,35,3,"","23.6666666666667","26.3333333333333","38.5","572.666666666667","0.413333333333333","","238.333333333333","4","20.06","12.4","36","","","3.46666666666667","1.28333333333333","23.1333333333333","","152.333333333333","234.8","","8.47","35_2007",108738,"0.33"
"Kapurthala","Punjab",2011,35,3,"","","","55.875","502.625","0.385","","","","","8.835","","","","","","","","","","","","35_2011",239227,"0.33"
